,CODGEO,LIBGEO,NBMENFISC16,NBPERSMENFISC16,MED16,PIMP16,TP6016,TP60AGE116,TP60AGE216,TP60AGE316,TP60AGE416,TP60AGE516,TP60AGE616,TP60TOL116,TP60TOL216,PACT16,PTSA16,PCHO16,PBEN16,PPEN16,PPAT16,PPSOC16,PPFAM16,PPMINI16,PPLOGT16,PIMPOT16,D116,D916,RD16
238,01281,Ornex,1358,3365.5,34872,48,15,,,,,,,11,23,89.9,84.7,2.9,2.3,18,7.8,1.5,0.5,0.6,0.4,-17.2,8834,83092.38095238095,9.405974751231712
239,01282,Outriaz,103,256,22884.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
240,01283,Oyonnax,9248,22443.5,16947.93103448276,40,25,31,32,30,21,20,,9,36,68,60,5.1,2.9,28.4,8.8,9.1,3.7,2.8,2.6,-14.3,9405.714285714284,30198.666666666668,3.2106723369785346
241,01284,Ozan,259,677.5,20230,,,,,,,,,,,,,,,,,,,,,,,,
242,01285,Parcieux,444,1223.5,27464,,,,,,,,,,,,,,,,,,,,,,,,
243,01286,Parves et Nattages,397,990.5,23963.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
244,01288,Péron,874,2243,37138.91891891892,47,10,,,,,,,,,92.4,88.3,2.2,1.8,14.8,6.5,0.9,0.5,0.3,0.2,-14.6,12737.222222222224,76785.23809523809,6.028413162272803
245,01289,Péronnas,2668,6018.5,22408.666666666668,58,8,,,,,,,,18,65.9,59.7,2.4,3.8,36.6,10.7,3.7,1.8,1,1,-16.9,13219.52380952381,37852,2.8633406577572855
246,01290,Pérouges,514,1210.5,25310,,,,,,,,,,,,,,,,,,,,,,,,
247,01291,Perrex,328,833.5,21116.19047619048,,,,,,,,,,,,,,,,,,,,,,,,
248,01293,Peyriat,64,152,22648.666666666664,,,,,,,,,,,,,,,,,,,,,,,,
249,01294,Peyrieu,348,835,21395.23809523809,,,,,,,,,,,,,,,,,,,,,,,,
250,01295,Peyzieux-sur-Saône,218,644.5,22573.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
251,01296,Pirajoux,157,380,20860.47619047619,,,,,,,,,,,,,,,,,,,,,,,,
252,01297,Pizay,307,869,24942.083333333336,,,,,,,,,,,,,,,,,,,,,,,,
253,01298,Plagne,55,129,27507.61904761905,,,,,,,,,,,,,,,,,,,,,,,,
254,01299,Le Plantay,185,501.5,22683.214285714286,,,,,,,,,,,,,,,,,,,,,,,,
255,01301,Polliat,1057,2561,23018,63,,,,,,,,,,74.2,66.6,2.2,5.4,30,8.9,3.1,1.9,0.6,0.6,-16.2,14896.666666666668,36413.5,2.444405907361826
256,01302,Pollieu,70,168,25865.08695652174,,,,,,,,,,,,,,,,,,,,,,,,
257,01303,Poncin,725,1634,20445.2,,,,,,,,,,,,,,,,,,,,,,,,
258,01304,Pont-d'Ain,1108,2705,20963.33333333333,49,11,,,,,,,,,75,65.6,3.6,5.8,27.4,7.1,5.2,2.7,1.4,1.1,-14.7,12235.882352941177,33376.19047619047,2.7277305807184176
259,01305,Pont-de-Vaux,1048,2008.5,18817.916666666668,45,14,,,,,,,,22,64,55.6,3.4,5,33.7,10.6,6,2,2,2,-14.3,11227.307692307691,31665.33333333333,2.8203852785675947
260,01306,Pont-de-Veyle,686,1438,19038,,,,,,,,,,,,,,,,,,,,,,,,
261,01307,Port,362,835.5,21057.14285714285,,,,,,,,,,,,,,,,,,,,,,,,
262,01308,Pougny,277,650,34247.41935483871,,,,,,,,,,,,,,,,,,,,,,,,
263,01309,Pouillat,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,01310,Prémeyzel,52,129,21423.333333333336,,,,,,,,,,,,,,,,,,,,,,,,
265,01311,Prémillieu,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,01313,Prévessin-Moëns,2616,6661,40079.74242424242,49,13,,,15,16,,,10,18,89.3,84.7,2.4,2.2,17.4,9.2,1.1,0.4,0.3,0.3,-17,10123.5,95124,9.39635501555786
267,01314,Priay,694,1746,22388.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
268,01317,Ramasse,130,327,22257.083333333336,,,,,,,,,,,,,,,,,,,,,,,,
269,01318,Rancé,235,724,24915.2,,,,,,,,,,,,,,,,,,,,,,,,
270,01319,Relevant,180,481.5,23019,,,,,,,,,,,,,,,,,,,,,,,,
271,01320,Replonges,1500,3710,22445.33333333333,61,7,,,,,,,,,73.1,67.2,2.3,3.6,28.5,10.7,3.4,2,0.7,0.6,-15.7,13641.2,35413,2.5960326071020146
272,01321,Revonnas,344,926,24298,,,,,,,,,,,,,,,,,,,,,,,,
273,01322,Reyrieux,1718,4740.5,26086,69,5,,,,,,,,,80.3,70.9,3.5,5.9,23.5,12.4,2.7,1.8,0.5,0.5,-18.9,15493,44211.333333333336,2.853632823425633
274,01323,Reyssouze,398,963,20812.5,,,,,,,,,,,,,,,,,,,,,,,,
275,01325,Rignieux-le-Franc,379,1009.5,24314,,,,,,,,,,,,,,,,,,,,,,,,
276,01328,Romans,180,483,21970.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
277,01329,Rossillon,74,141.5,19572.85714285714,,,,,,,,,,,,,,,,,,,,,,,,
278,01330,Ruffieu,78,174,20469,,,,,,,,,,,,,,,,,,,,,,,,
279,01331,Saint-Alban,78,187,20916.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
280,01332,Saint-André-de-Bâgé,284,758,22153.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
281,01333,Saint-André-de-Corcy,1355,3361.5,24310.357142857145,64,,,,,,,,,,77.2,71,2.5,3.7,27,8.3,3.1,2,0.6,0.6,-15.6,14654.23076923077,37692.38095238096,2.572115967459922
282,01334,Saint-André-d'Huiriat,225,610,21975.277777777777,,,,,,,,,,,,,,,,,,,,,,,,
283,01335,Saint-André-le-Bouchoux,131,374,21626.07142857143,,,,,,,,,,,,,,,,,,,,,,,,
284,01336,Saint-André-sur-Vieux-Jonc,472,1176,21427,,,,,,,,,,,,,,,,,,,,,,,,
285,01337,Saint-Bénigne,511,1270,21335,,,,,,,,,,,,,,,,,,,,,,,,
286,01338,Groslée-Saint-Benoit,502,1233,20944.583333333336,,,,,,,,,,,,,,,,,,,,,,,,
287,01339,Saint-Bernard,551,1453,28208.4,,,,,,,,,,,,,,,,,,,,,,,,
288,01342,Sainte-Croix,189,537.5,25420,,,,,,,,,,,,,,,,,,,,,,,,
289,01343,Saint-Cyr-sur-Menthon,680,1769,21178,,,,,,,,,,,,,,,,,,,,,,,,
290,01344,Saint-Denis-lès-Bourg,2562,6036,23258,63,7,,,,,,,,20,67.5,61.1,2,4.4,35.2,10.6,3.7,1.9,0.9,0.8,-17,13560,40126.66666666666,2.959193706981317
291,01345,Saint-Denis-en-Bugey,965,2280,21464,53,,,,,,,,,,69.9,64,3.5,2.4,32.4,8.2,3.9,2.2,0.9,0.9,-14.4,12929.52380952381,34075.333333333336,2.6354670005892755
292,01346,Saint-Didier-d'Aussiat,347,864.5,21012.85714285714,,,,,,,,,,,,,,,,,,,,,,,,
293,01347,Saint-Didier-de-Formans,752,2036,25566.555555555555,71,,,,,,,,,,78.9,69.8,2.8,6.3,23.8,13.4,2.4,1.6,0.4,0.4,-18.5,15436.666666666666,42045.71428571428,2.7237560539223247
294,01348,Saint-Didier-sur-Chalaronne,1143,2747.5,21384.666666666668,51,9,,,,,,,,,71.9,63.4,2.8,5.7,29.8,8.6,4.3,2.3,1,0.9,-14.6,12940,33020.47619047619,2.5518142341944507
295,01349,Saint-Éloi,178,484,25939.13043478261,,,,,,,,,,,,,,,,,,,,,,,,
296,01350,Saint-Étienne-du-Bois,1037,2444,22505.217391304348,58,,,,,,,,,,70.7,65.3,2.2,3.2,31.7,9.6,3.4,2,0.7,0.6,-15.4,14412.857142857143,35121.333333333336,2.436805762051079
297,01351,Saint-Étienne-sur-Chalaronne,573,1544.5,21182.727272727272,,,,,,,,,,,,,,,,,,,,,,,,
298,01352,Saint-Étienne-sur-Reyssouze,222,553.5,19747.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
299,01353,Sainte-Euphémie,599,1704,24979.04761904762,,,,,,,,,,,,,,,,,,,,,,,,
300,01354,Saint-Genis-Pouilly,3737,9200,29749.04761904762,41,17,,16,18,19,,,11,23,89.5,85.1,2.7,1.7,16.9,6.7,2.2,0.9,0.7,0.7,-15.3,9112.380952380952,74379.42857142858,8.162458193979933
301,01355,Saint-Genis-sur-Menthon,193,458.5,22370,,,,,,,,,,,,,,,,,,,,,,,,
302,01356,Saint-Georges-sur-Renon,75,206,23440.416666666668,,,,,,,,,,,,,,,,,,,,,,,,
303,01357,Saint-Germain-de-Joux,193,443,19813.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
304,01358,Saint-Germain-les-Paroisses,176,440.5,21780,,,,,,,,,,,,,,,,,,,,,,,,
305,01359,Saint-Germain-sur-Renon,94,238,23705.2,,,,,,,,,,,,,,,,,,,,,,,,
306,01360,Saint-Jean-de-Gonville,618,1529,38169.5,,,,,,,,,,,,,,,,,,,,,,,,
307,01361,Saint-Jean-de-Niost,568,1525,26264.8,,,,,,,,,,,,,,,,,,,,,,,,
308,01362,Saint-Jean-de-Thurigneux,283,789.5,25220.4,,,,,,,,,,,,,,,,,,,,,,,,
309,01363,Saint-Jean-le-Vieux,751,1798,21763.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
310,01364,Saint-Jean-sur-Reyssouze,326,740,21334.23809523809,,,,,,,,,,,,,,,,,,,,,,,,
311,01365,Saint-Jean-sur-Veyle,446,1148.5,21937.61904761905,,,,,,,,,,,,,,,,,,,,,,,,
312,01366,Sainte-Julie,370,1024.5,22845.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
313,01367,Saint-Julien-sur-Reyssouze,292,670,19913.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
314,01368,Saint-Julien-sur-Veyle,297,804,21812.666666666664,,,,,,,,,,,,,,,,,,,,,,,,
315,01369,Saint-Just,368,932.5,25133.07692307692,,,,,,,,,,,,,,,,,,,,,,,,
316,01370,Saint-Laurent-sur-Saône,893,1569,18494.64285714286,,,,,,,,,,,,,,,,,,,,,,,,
317,01371,Saint-Marcel,482,1284,22866.5,,,,,,,,,,,,,,,,,,,,,,,,
318,01372,Saint-Martin-de-Bavel,172,413,21480,,,,,,,,,,,,,,,,,,,,,,,,
319,01373,Saint-Martin-du-Frêne,431,1059,22033.9,,,,,,,,,,,,,,,,,,,,,,,,
320,01374,Saint-Martin-du-Mont,737,1825.5,22995.2,,,,,,,,,,,,,,,,,,,,,,,,
321,01375,Saint-Martin-le-Châtel,309,813.5,21966.19047619048,,,,,,,,,,,,,,,,,,,,,,,,
322,01376,Saint-Maurice-de-Beynost,1537,3898,21120,54,10,,,,,,,,19,75.2,67.7,3.5,4.1,25.6,9.3,5.3,2.6,1.4,1.2,-15.4,12627,35094,2.77928248990259
323,01378,Saint-Maurice-de-Gourdans,990,2660,24989.565217391308,66,,,,,,,,,,83.4,75.8,2.1,5.5,21.3,9.5,2.8,2,0.5,0.3,-17,15544.285714285714,39198.40384615384,2.521724353672244
324,01379,Saint-Maurice-de-Rémens,297,771,21039.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
325,01380,Saint-Nizier-le-Bouchoux,272,620,20110.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
326,01381,Saint-Nizier-le-Désert,330,916,21594.944444444445,,,,,,,,,,,,,,,,,,,,,,,,
327,01382,Sainte-Olive,97,246,24965.833333333336,,,,,,,,,,,,,,,,,,,,,,,,
328,01383,Saint-Paul-de-Varax,586,1461.5,20628.125,,,,,,,,,,,,,,,,,,,,,,,,
329,01384,Saint-Rambert-en-Bugey,946,2035,17868.46153846154,39,20,,,,,,,,32,68.3,59.8,4.2,4.4,29.1,7,8.2,3.3,2.7,2.2,-12.6,9348.09523809524,28880,3.0893994192858227
330,01385,Saint-Rémy,401,1012,23938,,,,,,,,,,,,,,,,,,,,,,,,
331,01386,Saint-Sorlin-en-Bugey,468,1109,24085.714285714286,,,,,,,,,,,,,,,,,,,,,,,,
332,01387,Saint-Sulpice,85,243.5,21655,,,,,,,,,,,,,,,,,,,,,,,,
333,01388,Saint-Trivier-de-Courtes,461,952.5,19535.714285714286,,,,,,,,,,,,,,,,,,,,,,,,
334,01389,Saint-Trivier-sur-Moignans,691,1759.5,21983.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
335,01390,Saint-Vulbas,436,1129,22011.904761904763,,,,,,,,,,,,,,,,,,,,,,,,
336,01391,Salavre,132,282.5,21490.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
337,01392,Samognat,247,699,24119.13043478261,,,,,,,,,,,,,,,,,,,,,,,,
338,01393,Sandrans,196,542.5,22384.8,,,,,,,,,,,,,,,,,,,,,,,,
339,01396,Sault-Brénaz,428,961.5,19360,,,,,,,,,,,,,,,,,,,,,,,,
340,01397,Sauverny,341,834,39084.5,,,,,,,,,,,,,,,,,,,,,,,,
341,01398,Savigneux,506,1375.5,23399,,,,,,,,,,,,,,,,,,,,,,,,
342,01399,Ségny,666,1705,39964.66666666666,,,,,,,,,,,,,,,,,,,,,,,,
343,01400,Seillonnaz,65,146.5,19805.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
344,01401,Sergy,688,1787.5,41366.53846153846,,,,,,,,,,,,,,,,,,,,,,,,
345,01402,Sermoyer,291,663,19362,,,,,,,,,,,,,,,,,,,,,,,,
346,01403,Serrières-de-Briord,542,1288,20437.391304347828,,,,,,,,,,,,,,,,,,,,,,,,
347,01404,Serrières-sur-Ain,66,127,21970,,,,,,,,,,,,,,,,,,,,,,,,
348,01405,Servas,476,1263,20224,,,,,,,,,,,,,,,,,,,,,,,,
349,01406,Servignat,73,163,19396.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
350,01407,Seyssel,424,906,21736.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
351,01408,Simandre-sur-Suran,266,656.5,21621.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
352,01410,Sonthonnax-la-Montagne,131,330.5,24844.583333333336,,,,,,,,,,,,,,,,,,,,,,,,
353,01411,Souclin,122,264.5,20822.8,,,,,,,,,,,,,,,,,,,,,,,,
354,01412,Sulignat,219,569.5,23304,,,,,,,,,,,,,,,,,,,,,,,,
355,01415,Talissieu,207,431,21216.11111111111,,,,,,,,,,,,,,,,,,,,,,,,
356,01416,Tenay,442,950,17555,,,,,,,,,,,,,,,,,,,,,,,,
357,01418,Thil,378,1109,28080,,,,,,,,,,,,,,,,,,,,,,,,
358,01419,Thoiry,2051,5214,35886.03571428571,50,14,,,13,19,,,13,19,86.2,81.4,2.5,2.3,19.3,9.4,1,0.4,0.3,0.3,-15.9,8640,82296.19047619047,9.525022045855378
359,01420,Thoissey,742,1458.5,18262.4,,,,,,,,,,,,,,,,,,,,,,,,
360,01421,Torcieu,323,755.5,21500,,,,,,,,,,,,,,,,,,,,,,,,
361,01422,Tossiat,549,1372,23329.23076923077,,,,,,,,,,,,,,,,,,,,,,,,
362,01423,Toussieux,385,1094,24496.4,,,,,,,,,,,,,,,,,,,,,,,,
363,01424,Tramoyes,627,1746.5,28034,,,,,,,,,,,,,,,,,,,,,,,,
364,01425,La Tranclière,114,282.5,22742.5,,,,,,,,,,,,,,,,,,,,,,,,
365,01426,Val-Revermont,1037,2524,21359.13043478261,53,,,,,,,,,,77.6,68.1,2.8,6.7,26.5,7.9,3.9,2.2,0.9,0.8,-15.9,13360.384615384615,35310.434782608696,2.642920529544365
366,01427,Trévoux,2764,6728,21173.42857142857,53,12,,15,13,,,,,22,78.6,70.8,3.8,4,23.4,8.3,5.6,2.6,1.4,1.5,-15.9,11638.333333333334,36636,3.1478734068451955
367,01428,Valeins,45,127.5,24142,,,,,,,,,,,,,,,,,,,,,,,,
368,01429,Vandeins,256,663.5,21690,,,,,,,,,,,,,,,,,,,,,,,,
369,01430,Varambon,241,551,20768.888888888887,,,,,,,,,,,,,,,,,,,,,,,,
370,01431,Vaux-en-Bugey,518,1256.5,22669.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
371,01432,Verjon,136,296,21883.809523809523,,,,,,,,,,,,,,,,,,,,,,,,
372,01433,Vernoux,96,266,18429.761904761905,,,,,,,,,,,,,,,,,,,,,,,,
373,01434,Versailleux,159,446.5,23678.571428571428,,,,,,,,,,,,,,,,,,,,,,,,
374,01435,Versonnex,733,1924,36724.5,,,,,,,,,,,,,,,,,,,,,,,,
375,01436,Vesancy,195,453.5,40552.5,,,,,,,,,,,,,,,,,,,,,,,,
376,01437,Vescours,87,227,18143.92857142857,,,,,,,,,,,,,,,,,,,,,,,,
377,01439,Vésines,40,100,21816.75,,,,,,,,,,,,,,,,,,,,,,,,
378,01441,Vieu-d'Izenave,264,707.5,21782.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
379,01443,Villars-les-Dombes,1976,4572.5,22385.652173913044,55,6,,,,,,,,,76.9,71.6,2.7,2.5,26.8,7.3,4,2.2,0.9,0.9,-15,13827.666666666666,34494.666666666664,2.494612250801533
380,01444,Villebois,489,1127,21088.46153846154,,,,,,,,,,,,,,,,,,,,,,,,
381,01445,Villemotier,241,649.5,20841.923076923074,,,,,,,,,,,,,,,,,,,,,,,,
382,01446,Villeneuve,526,1477,22932.25806451613,,,,,,,,,,,,,,,,,,,,,,,,
383,01447,Villereversure,491,1181,20182,,,,,,,,,,,,,,,,,,,,,,,,
384,01448,Villes,153,383,29866.8,,,,,,,,,,,,,,,,,,,,,,,,
385,01449,Villette-sur-Ain,284,762,23925,,,,,,,,,,,,,,,,,,,,,,,,
386,01450,Villieu-Loyes-Mollon,1384,3628,23894,61,,,,,,,,,,81.8,73.3,2.7,5.8,23.2,8.7,3.2,2.2,0.5,0.5,-16.9,14766.363636363638,39236.66666666666,2.65716513780295
387,01451,Viriat,2555,6329,22892,64,7,,,,,,,,17,70.2,63.9,2.1,4.2,30.9,11.3,3.8,2.2,0.8,0.8,-16.2,13573.030303030304,37123.04347826087,2.7350593529561937
388,01452,Virieu-le-Grand,485,1039.5,19370,,,,,,,,,,,,,,,,,,,,,,,,
389,01453,Arvière-en-Valromey,297,640.5,21482.5,,,,,,,,,,,,,,,,,,,,,,,,
390,01454,Virignin,396,1031,20638.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
391,01456,Vongnes,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,01457,Vonnas,1202,2873.5,20236.666666666668,46,10,,,,,,,,20,63.8,56.8,2.9,4.1,34.4,10.2,5.5,2.9,1.2,1.3,-13.9,12527.142857142857,31476,2.512624016421485
393,02001,Abbécourt,193,508.5,19361.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
394,02002,Achery,231,582.5,20268,,,,,,,,,,,,,,,,,,,,,,,,
395,02003,Acy,399,1029,21009.13043478261,,,,,,,,,,,,,,,,,,,,,,,,
396,02004,Agnicourt-et-Séchelles,75,177,17132.4,,,,,,,,,,,,,,,,,,,,,,,,
397,02005,Aguilcourt,148,398.5,21770.434782608696,,,,,,,,,,,,,,,,,,,,,,,,
398,02006,Aisonville-et-Bernoville,118,287.5,19901.6,,,,,,,,,,,,,,,,,,,,,,,,
399,02007,Aizelles,47,119.5,22388.8,,,,,,,,,,,,,,,,,,,,,,,,
400,02008,Aizy-Jouy,107,296.5,19928.4,,,,,,,,,,,,,,,,,,,,,,,,
401,02009,Alaincourt,198,518,20014,,,,,,,,,,,,,,,,,,,,,,,,
402,02010,Allemant,64,176,19406.52173913044,,,,,,,,,,,,,,,,,,,,,,,,
403,02011,Ambleny,472,1224,21941.858974358973,,,,,,,,,,,,,,,,,,,,,,,,
404,02012,Ambrief,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,02013,Amifontaine,153,396.5,19942.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
406,02014,Amigny-Rouy,293,768,21005.555555555555,,,,,,,,,,,,,,,,,,,,,,,,
407,02015,Ancienville,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,02016,Andelain,83,224.5,19193.809523809523,,,,,,,,,,,,,,,,,,,,,,,,
409,02017,Anguilcourt-le-Sart,114,303,19195,,,,,,,,,,,,,,,,,,,,,,,,
410,02018,Anizy-le-Grand,1060,2500.5,18999.565217391304,47,17,,,,,,,,35,62.3,54.7,3.3,4.3,36.3,9.2,6.8,2.9,2.2,1.6,-14.6,10742.666666666666,30996.666666666668,2.8853791733895995
411,02019,Annois,153,345,18980.666666666664,,,,,,,,,,,,,,,,,,,,,,,,
412,02020,Any-Martin-Rieux,186,468.5,18756,,,,,,,,,,,,,,,,,,,,,,,,
413,02021,Archon,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,02022,Arcy-Sainte-Restitue,163,414,19163.913043478264,,,,,,,,,,,,,,,,,,,,,,,,
415,02023,Armentières-sur-Ourcq,45,108,21631.42857142857,,,,,,,,,,,,,,,,,,,,,,,,
416,02024,Arrancy,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,02025,Artemps,134,364,21225.76923076923,,,,,,,,,,,,,,,,,,,,,,,,
418,02027,Assis-sur-Serre,96,217,20068,,,,,,,,,,,,,,,,,,,,,,,,
419,02028,Athies-sous-Laon,1085,2657.5,20920.833333333336,52,11,,,,,,,,,72.9,67.5,2.7,2.6,30.3,6.4,4.7,2.2,1.4,1.1,-14.3,12196.666666666666,32610,2.673681333697732
420,02029,Attilly,142,369,21194,,,,,,,,,,,,,,,,,,,,,,,,
421,02030,Aubencheul-aux-Bois,113,273,19131.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
422,02031,Aubenton,275,637,15827.333333333334,,,,,,,,,,,,,,,,,,,,,,,,
423,02032,Aubigny-aux-Kaisnes,91,240.5,18485.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
424,02033,Aubigny-en-Laonnois,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,02034,Audignicourt,45,116,19913.92857142857,,,,,,,,,,,,,,,,,,,,,,,,
426,02035,Audigny,96,259.5,16985,,,,,,,,,,,,,,,,,,,,,,,,
427,02036,Augy,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,02037,Aulnois-sous-Laon,541,1417.5,20586,,,,,,,,,,,,,,,,,,,,,,,,
429,02038,Les Autels,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,02039,Autremencourt,57,148,18941.86666666667,,,,,,,,,,,,,,,,,,,,,,,,
431,02040,Autreppes,69,184,18320.555555555555,,,,,,,,,,,,,,,,,,,,,,,,
432,02041,Autreville,334,833,20724,,,,,,,,,,,,,,,,,,,,,,,,
433,02042,Azy-sur-Marne,165,404,22455.555555555555,,,,,,,,,,,,,,,,,,,,,,,,
434,02043,Bagneux,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,02044,Bancigny,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,02046,Barenton-Bugny,234,576,20213.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
437,02047,Barenton-Cel,50,128,18063.666666666664,,,,,,,,,,,,,,,,,,,,,,,,
438,02048,Barenton-sur-Serre,55,123,21362.5,,,,,,,,,,,,,,,,,,,,,,,,
439,02049,Barisis-aux-Bois,308,753,21423.2,,,,,,,,,,,,,,,,,,,,,,,,
440,02050,Barzy-en-Thiérache,125,306,17945.666666666664,,,,,,,,,,,,,,,,,,,,,,,,
441,02051,Barzy-sur-Marne,159,393,23175.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
442,02052,Bassoles-Aulers,57,132,17745,,,,,,,,,,,,,,,,,,,,,,,,
443,02053,Vallées en Champagne,232,548.5,23885,,,,,,,,,,,,,,,,,,,,,,,,
444,02054,Bazoches-sur-Vesles,175,460,21357.5,,,,,,,,,,,,,,,,,,,,,,,,
445,02055,Beaumé,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,02056,Beaumont-en-Beine,69,186,19838.571428571428,,,,,,,,,,,,,,,,,,,,,,,,
447,02057,Beaurevoir,543,1355.5,16922,,,,,,,,,,,,,,,,,,,,,,,,
448,02058,Beaurieux,311,830.5,18535.714285714286,,,,,,,,,,,,,,,,,,,,,,,,
449,02059,Beautor,1167,2652.5,16038.214285714286,34,29,,,39,,,,,46,60.4,53.8,4.4,2.2,35.1,4.5,11.5,3.6,4.8,3.1,-11.5,9061,26458.33333333333,2.9200235441268436
450,02060,Beauvois-en-Vermandois,105,271,20616.4,,,,,,,,,,,,,,,,,,,,,,,,
451,02061,Becquigny,86,251.5,18641.153846153844,,,,,,,,,,,,,,,,,,,,,,,,
452,02062,Belleau,50,139,23628.285714285717,,,,,,,,,,,,,,,,,,,,,,,,
453,02063,Bellenglise,146,381.5,19243.888888888887,,,,,,,,,,,,,,,,,,,,,,,,
454,02064,Belleu,1651,3651,18155.33333333333,44,18,,,,,,,,30,62.8,57.1,3.6,2.1,36.8,6.9,7.2,2.4,2.9,1.9,-13.7,10361.666666666666,31132.666666666668,3.004600289528712
455,02065,Bellicourt,243,605,18784.761904761905,,,,,,,,,,,,,,,,,,,,,,,,
456,02066,Benay,83,190,21539.3,,,,,,,,,,,,,,,,,,,,,,,,
457,02067,Bergues-sur-Sambre,89,223,19900.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
458,02068,Berlancourt,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,02069,Berlise,47,112,16180.833333333334,,,,,,,,,,,,,,,,,,,,,,,,
460,02070,Bernot,181,451,18981.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
461,02071,Berny-Rivière,253,657,21438.09523809524,,,,,,,,,,,,,,,,,,,,,,,,
462,02072,Berrieux,78,185,21087,,,,,,,,,,,,,,,,,,,,,,,,
463,02073,Berry-au-Bac,234,572.5,20950.95238095238,,,,,,,,,,,,,,,,,,,,,,,,
464,02074,Bertaucourt-Epourdon,223,581.5,20062,,,,,,,,,,,,,,,,,,,,,,,,
465,02075,Berthenicourt,79,206,21184,,,,,,,,,,,,,,,,,,,,,,,,
466,02076,Bertricourt,54,149.5,22760.47619047619,,,,,,,,,,,,,,,,,,,,,,,,
467,02077,Berzy-le-Sec,156,396.5,21914,,,,,,,,,,,,,,,,,,,,,,,,
468,02078,Besmé,61,169.5,18057.93103448276,,,,,,,,,,,,,,,,,,,,,,,,
469,02079,Besmont,64,147,19276.95652173913,,,,,,,,,,,,,,,,,,,,,,,,
470,02080,Besny-et-Loizy,140,347.5,22919.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
471,02081,Béthancourt-en-Vaux,159,436,20312.85714285714,,,,,,,,,,,,,,,,,,,,,,,,
472,02082,Beugneux,46,108,19768,,,,,,,,,,,,,,,,,,,,,,,,
473,02083,Beuvardes,289,758,20764.4,,,,,,,,,,,,,,,,,,,,,,,,
474,02084,Bézu-le-Guéry,97,244,21752.777777777777,,,,,,,,,,,,,,,,,,,,,,,,
475,02085,Bézu-Saint-Germain,347,1075.5,21323.07692307692,,,,,,,,,,,,,,,,,,,,,,,,
476,02086,Bichancourt,412,1026,20831,,,,,,,,,,,,,,,,,,,,,,,,
477,02087,Bieuxy,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,02088,Bièvres,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,02089,Billy-sur-Aisne,483,1111,20402.777777777777,,,,,,,,,,,,,,,,,,,,,,,,
480,02090,Billy-sur-Ourcq,78,216,20266,,,,,,,,,,,,,,,,,,,,,,,,
481,02091,Blanzy-lès-Fismes,39,100,21717.5,,,,,,,,,,,,,,,,,,,,,,,,
482,02093,Blérancourt,523,1251.5,18014,,,,,,,,,,,,,,,,,,,,,,,,
483,02094,Blesmes,176,431,22177.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
